program;protocol;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(ms);runtime_external(s);peakRAM(MiB);jobCPU(%);ALLdataSent(MB),AllDataRec(MB);ALLmessagesSent,AllMessagesRec;multTripPresetup;multTripSetup;sharedPowerPresetup;sharedPowerSetup;sharedBitPresetup;sharedBitSetup;baseOT;otExtension;kk13OtExtension;preprocessingTime;gatesSetup;gatesOnline
psi;boolean_gmw;4;0;25000;100;0;5851.585;9.60;1361;290;10.705;13.879;44796;44796;79.960;145.998;20.800;20.800;163.344;163.344;0.000;Setup;Extension;517.568;20.742;5304.849
psi;boolean_gmw;4;0;25000;100;0;4771.775;8.48;1364;301;10.705;13.879;44796;44796;73.171;97.486;19.239;19.239;124.315;124.315;0.000;Setup;Extension;487.636;21.834;4250.037
psi;boolean_gmw;4;0;25000;100;0;4545.670;8.24;1364;310;10.705;13.879;44796;44796;48.101;134.676;17.230;17.230;134.809;134.809;0.000;Setup;Extension;473.493;20.802;4040.165
psi;boolean_gmw;4;0;25000;100;0;5411.658;9.17;1370;311;10.705;13.879;44796;44796;50.892;165.409;17.059;17.059;165.228;165.228;0.000;Setup;Extension;484.239;14.810;4902.401
psi;boolean_gmw;4;0;25000;100;0;4899.285;8.61;1365;323;10.705;13.879;44796;44796;75.971;158.712;21.587;21.587;156.349;156.349;0.000;Setup;Extension;534.799;21.970;4329.698
psi;boolean_gmw;4;0;25000;100;0;3959.318;7.67;1363;340;10.705;13.879;44796;44796;51.380;95.126;17.869;17.869;92.759;92.759;0.000;Setup;Extension;425.969;15.959;3508.494
psi;boolean_gmw;4;0;25000;100;0;4120.546;7.88;1371;356;10.705;13.879;44796;44796;73.675;120.908;20.143;20.143;149.888;149.888;0.000;Setup;Extension;522.744;21.571;3564.501
psi;boolean_gmw;4;0;25000;100;0;4002.064;7.72;1360;382;10.705;13.879;44796;44796;79.337;100.995;17.902;17.902;103.999;103.999;0.000;Setup;Extension;480.236;20.957;3491.952
psi;boolean_gmw;4;0;25000;100;0;5649.512;9.33;1367;342;10.705;13.879;44796;44796;79.731;165.993;19.001;19.001;192.556;192.556;0.000;Setup;Extension;575.543;22.509;5038.792
psi;boolean_gmw;4;0;25000;100;0;5061.172;8.78;1368;327;10.705;13.879;44796;44796;76.200;175.498;18.602;18.602;200.655;200.655;0.000;Setup;Extension;529.243;21.564;4499.763
psi;boolean_gmw;4;25;25000;100;0;15142.595;16.02;1376;230;10.705;13.879;44796;44796;76.487;315.475;18.874;18.874;445.496;445.496;0.000;Setup;Extension;1345.497;21.925;13761.048
psi;boolean_gmw;4;25;25000;100;0;14927.726;15.81;1387;186;10.705;13.879;44796;44796;79.884;324.246;21.208;21.208;456.806;456.806;0.000;Setup;Extension;1351.833;21.950;13536.310
psi;boolean_gmw;4;25;25000;100;0;13594.988;14.47;1379;235;10.705;13.879;44796;44796;78.240;260.166;21.177;21.177;398.452;398.452;0.000;Setup;Extension;1330.093;21.865;12227.024
psi;boolean_gmw;4;25;25000;100;0;13774.905;14.68;1376;231;10.705;13.879;44796;44796;80.018;308.964;19.923;19.923;442.173;442.173;0.000;Setup;Extension;1357.067;20.101;12386.039
psi;boolean_gmw;4;25;25000;100;0;13283.418;14.17;1383;215;10.705;13.879;44796;44796;79.905;275.299;17.610;17.610;435.964;435.964;0.000;Setup;Extension;1347.981;22.272;11898.086
psi;boolean_gmw;4;25;25000;100;0;13163.773;14.07;1382;235;10.705;13.879;44796;44796;78.461;261.284;19.358;19.358;419.158;419.158;0.000;Setup;Extension;1350.702;21.633;11777.600
psi;boolean_gmw;4;25;25000;100;0;13204.322;14.09;1378;229;10.705;13.879;44796;44796;78.125;290.434;22.864;22.864;422.947;422.947;0.000;Setup;Extension;1342.943;21.254;11827.270
psi;boolean_gmw;4;25;25000;100;0;15103.051;16.01;1388;192;10.705;13.879;44796;44796;77.320;329.357;19.286;19.286;456.886;456.886;0.000;Setup;Extension;1323.827;21.895;13739.764
psi;boolean_gmw;4;25;25000;100;0;12926.299;13.82;1371;217;10.705;13.879;44796;44796;65.287;318.890;18.122;18.122;457.109;457.109;0.000;Setup;Extension;1330.870;20.113;11564.654
psi;boolean_gmw;4;25;25000;100;0;12520.404;13.43;1379;249;10.705;13.879;44796;44796;79.610;295.140;18.379;18.379;425.699;425.699;0.000;Setup;Extension;1331.142;22.177;11153.005
psi;boolean_gmw;4;50;25000;100;0;22534.687;23.61;1383;136;10.705;13.879;44796;44796;63.334;399.979;18.487;18.487;655.260;655.260;0.000;Setup;Extension;2174.386;21.831;20325.639
